JPT_KOD_JE_1861.geojson;woj_podkarpackie-pow_Krosno-JPT_KOD_JE_1861.geojson
JPT_KOD_JE_1862.geojson;woj_podkarpackie-pow_Przemysl-JPT_KOD_JE_1862.geojson
JPT_KOD_JE_1863.geojson;woj_podkarpackie-pow_Rzeszow-JPT_KOD_JE_1863.geojson
JPT_KOD_JE_1864.geojson;woj_podkarpackie-pow_Tarnobrzeg-JPT_KOD_JE_1864.geojson
JPT_KOD_JE_2001.geojson;woj_podlaskie-pow_augustowski-JPT_KOD_JE_2001.geojson
JPT_KOD_JE_2002.geojson;woj_podlaskie-pow_bialostocki-JPT_KOD_JE_2002.geojson
JPT_KOD_JE_2003.geojson;woj_podlaskie-pow_bielski-JPT_KOD_JE_2003.geojson
JPT_KOD_JE_2004.geojson;woj_podlaskie-pow_grajewski-JPT_KOD_JE_2004.geojson
JPT_KOD_JE_2005.geojson;woj_podlaskie-pow_hajnowski-JPT_KOD_JE_2005.geojson
JPT_KOD_JE_2006.geojson;woj_podlaskie-pow_kolnenski-JPT_KOD_JE_2006.geojson
JPT_KOD_JE_2007.geojson;woj_podlaskie-pow_lomzynski-JPT_KOD_JE_2007.geojson
JPT_KOD_JE_2008.geojson;woj_podlaskie-pow_moniecki-JPT_KOD_JE_2008.geojson
JPT_KOD_JE_2009.geojson;woj_podlaskie-pow_sejnenski-JPT_KOD_JE_2009.geojson
JPT_KOD_JE_2010.geojson;woj_podlaskie-pow_siemiatycki-JPT_KOD_JE_2010.geojson
JPT_KOD_JE_2011.geojson;woj_podlaskie-pow_sokolski-JPT_KOD_JE_2011.geojson
JPT_KOD_JE_2012.geojson;woj_podlaskie-pow_suwalski-JPT_KOD_JE_2012.geojson
JPT_KOD_JE_2013.geojson;woj_podlaskie-pow_wysokomazowiecki-JPT_KOD_JE_2013.geojson
JPT_KOD_JE_2014.geojson;woj_podlaskie-pow_zambrowski-JPT_KOD_JE_2014.geojson
JPT_KOD_JE_2061.geojson;woj_podlaskie-pow_Bialystok-JPT_KOD_JE_2061.geojson
JPT_KOD_JE_2062.geojson;woj_podlaskie-pow_Lomza-JPT_KOD_JE_2062.geojson
JPT_KOD_JE_2063.geojson;woj_podlaskie-pow_Suwalki-JPT_KOD_JE_2063.geojson
JPT_KOD_JE_2201.geojson;woj_pomorskie-pow_bytowski-JPT_KOD_JE_2201.geojson
JPT_KOD_JE_2202.geojson;woj_pomorskie-pow_chojnicki-JPT_KOD_JE_2202.geojson
JPT_KOD_JE_2203.geojson;woj_pomorskie-pow_czluchowski-JPT_KOD_JE_2203.geojson
JPT_KOD_JE_2204.geojson;woj_pomorskie-pow_gdanski-JPT_KOD_JE_2204.geojson
JPT_KOD_JE_2205.geojson;woj_pomorskie-pow_kartuski-JPT_KOD_JE_2205.geojson
JPT_KOD_JE_2206.geojson;woj_pomorskie-pow_koscierski-JPT_KOD_JE_2206.geojson
JPT_KOD_JE_2207.geojson;woj_pomorskie-pow_kwidzynski-JPT_KOD_JE_2207.geojson
JPT_KOD_JE_2208.geojson;woj_pomorskie-pow_leborski-JPT_KOD_JE_2208.geojson
JPT_KOD_JE_2209.geojson;woj_pomorskie-pow_malborski-JPT_KOD_JE_2209.geojson
JPT_KOD_JE_2210.geojson;woj_pomorskie-pow_nowodworski-JPT_KOD_JE_2210.geojson
JPT_KOD_JE_2211.geojson;woj_pomorskie-pow_pucki-JPT_KOD_JE_2211.geojson
